px,py,vx,vy,px_measured,py_measured,gt_px,gt_py,gt_vx,gt_vy
6.67302,-0.532678,-1.76615,-2.06759,6.74798,-0.457727,6.65,-0.45,-1.81901,-1.819
6.57612,-0.631129,-1.64929,-2.13611,6.54569,-0.565853,6.55,-0.549999,-1.81899,-1.81898
6.52601,-0.774591,-1.37481,-2.19946,6.565,-0.754748,6.5,-0.749999,-0.909789,-3.63914
6.45243,-0.907489,-1.23874,-2.29909,6.4494,-0.940848,6.45,-0.949999,-0.909781,-3.63911
6.3992,-1.04107,-1.08427,-2.38793,6.44213,-1.11266,6.4,-1.1,-1.0002,-3.00061
6.34512,-1.18363,-0.946714,-2.49043,6.34405,-1.26138,6.35,-1.25,-1.0002,-3.00061
6.30047,-1.30897,-0.815119,-2.54137,6.39474,-1.36501,6.3,-1.35,-1.00035,-2.00072
6.26208,-1.43561,-0.673367,-2.58112,6.25356,-1.42931,6.25,-1.45,-1.00036,-2.00072
6.2533,-1.60927,-0.43328,-2.69915,6.24787,-1.61119,6.25,-1.6,0,-2.99288
6.23534,-1.74673,-0.274151,-2.72362,6.23547,-1.75335,6.25,-1.75,0,-2.99285
6.25559,-1.94579,0.0202174,-2.8583,6.41111,-1.93027,6.3,-1.9,0.909739,-2.72921
6.27678,-2.09029,0.22511,-2.81603,6.34873,-2.05372,6.35,-2.05,0.909735,-2.72921
6.29421,-2.21172,0.367321,-2.68898,6.53066,-2.26346,6.35,-2.2,0,-2.72782
6.32763,-2.35349,0.55347,-2.64338,6.36917,-2.33894,6.35,-2.35,0,-2.72779
6.34678,-2.47655,0.666749,-2.52055,6.27034,-2.51837,6.35,-2.55,0,-3.63689
6.37796,-2.63901,0.830335,-2.52553,6.34287,-2.73391,6.35,-2.75,0,-3.63689
6.43224,-2.80472,1.03385,-2.54919,6.45883,-2.92313,6.4,-2.9,0.908854,-2.72658
6.48198,-2.96801,1.19454,-2.52927,6.43866,-3.06257,6.45,-3.05,0.908859,-2.72658
6.53909,-3.10118,1.31079,-2.41147,6.49154,-3.20004,6.5,-3.2,0.908863,-2.72658
6.59949,-3.2551,1.45172,-2.37291,6.53579,-3.34211,6.55,-3.35,0.908855,-2.72655
6.66913,-3.37527,1.53169,-2.2136,6.70146,-3.53446,6.6,-3.5,0.908714,-2.72613
6.73488,-3.52554,1.65029,-2.17707,6.64657,-3.63945,6.65,-3.65,0.908702,-2.72611
6.81059,-3.64654,1.72418,-2.04899,6.70956,-3.81739,6.7,-3.8,0.909565,-2.72871
6.87606,-3.801,1.81673,-2.02873,6.74885,-3.96368,6.75,-3.95,0.909561,-2.72869
6.94663,-3.90465,1.81932,-1.85383,6.73758,-4.06653,6.8,-4.1,0.908566,-2.72568
7.00982,-4.05811,1.88685,-1.84608,6.85796,-4.25464,6.85,-4.25,0.908561,-2.72569
7.126,-4.20168,2.08641,-1.8681,7.10395,-4.49091,6.95,-4.4,1.81821,-2.72732
7.20156,-4.35757,2.13838,-1.85703,7.04679,-4.55716,7.05,-4.55,1.81822,-2.72732
7.28741,-4.45902,2.12465,-1.70344,7.02393,-4.64459,7.1,-4.7,0.91085,-2.73253
7.34801,-4.61932,2.13876,-1.71823,7.13435,-4.85502,7.15,-4.85,0.910837,-2.73251
7.41964,-4.70267,2.07145,-1.55586,7.24619,-4.97656,7.2,-4.95,1.00033,-2.00068
7.46808,-4.83953,2.06739,-1.56761,7.25317,-5.04605,7.25,-5.05,1.00033,-2.00066
7.58454,-4.9639,2.2931,-1.65089,7.22054,-5.09604,7.35,-5.2,1.9976,-2.9964
7.64426,-5.11266,2.27881,-1.67757,7.43604,-5.34825,7.45,-5.35,1.9976,-2.9964
7.71229,-5.18477,2.10331,-1.44383,7.40989,-5.38617,7.5,-5.45,0.908252,-1.8165
7.76992,-5.33268,2.08364,-1.46609,7.55662,-5.56714,7.55,-5.55,0.908244,-1.81648
7.87731,-5.44021,2.20904,-1.47713,7.39379,-5.52612,7.65,-5.7,1.81785,-2.72677
7.94597,-5.59348,2.18796,-1.50994,7.76459,-5.8425,7.75,-5.85,1.81785,-2.72677
8.01562,-5.66553,2.01263,-1.31179,7.84699,-6.00602,7.8,-5.95,0.909078,-1.81815
8.06709,-5.80861,1.97717,-1.34391,7.85921,-6.04502,7.85,-6.05,0.909073,-1.81815
8.18674,-5.91825,2.14609,-1.39968,7.89511,-6.1416,7.95,-6.2,1.8197,-2.72955
8.24668,-6.07776,2.10324,-1.45821,8.05619,-6.36041,8.05,-6.35,1.81969,-2.72953
8.37607,-6.19432,2.25423,-1.5087,8.2234,-6.53735,8.15,-6.5,1.8187,-2.72807
8.4409,-6.36291,2.2,-1.58184,8.25446,-6.64851,8.25,-6.65,1.81869,-2.72804
8.51394,-6.4415,2.03419,-1.41417,8.32206,-6.77114,8.3,-6.75,0.908979,-1.81795
8.55535,-6.59775,1.96233,-1.4749,8.31728,-6.8399,8.35,-6.85,0.908979,-1.81795
8.64598,-6.69375,1.97912,-1.45503,8.2713,-6.91098,8.4,-7,0.909094,-2.72732
8.68126,-6.865,1.89606,-1.54024,8.44183,-7.15372,8.45,-7.15,0.909102,-2.72732
8.80457,-6.98698,2.06587,-1.64776,8.54154,-7.25975,8.55,-7.3,1.81751,-2.72628
8.85377,-7.17053,1.98417,-1.75047,8.65899,-7.4699,8.65,-7.45,1.81752,-2.72628
8.92604,-7.26545,1.84869,-1.62103,8.83598,-7.68162,8.7,-7.55,0.908615,-1.81723
8.96635,-7.42575,1.77494,-1.69112,8.76769,-7.64094,8.75,-7.65,0.908607,-1.81721
9.08199,-7.551,1.93116,-1.81541,8.77916,-7.72457,8.85,-7.8,1.8215,-2.73224
9.131,-7.72448,1.85367,-1.90246,8.95669,-7.95155,8.95,-7.95,1.82148,-2.73221
9.22873,-7.84551,1.90984,-1.95776,9.1081,-8.22433,9,-8.1,0.999025,-2.99707
9.25977,-8.01835,1.81051,-2.05508,9.05476,-8.24211,9.05,-8.25,0.999015,-2.99704
9.30607,-8.11213,1.60622,-1.85674,9.13825,-8.4037,9.1,-8.35,0.908285,-1.81657
9.33459,-8.27592,1.52202,-1.92899,9.14025,-8.44981,9.15,-8.45,0.908268,-1.81655
9.41785,-8.39732,1.55478,-1.97427,9.22081,-8.59155,9.2,-8.6,0.91012,-2.73036
9.44254,-8.57161,1.46132,-2.05966,9.25031,-8.76071,9.25,-8.75,0.910112,-2.73033
9.51868,-8.69839,1.47309,-2.09548,9.30208,-8.90831,9.3,-8.9,0.909524,-2.72856
9.53865,-8.87517,1.37252,-2.17989,9.34431,-9.04587,9.35,-9.05,0.909524,-2.72856
9.61291,-9.00408,1.41765,-2.26651,9.39993,-9.18842,9.4,-9.2,0.999066,-2.99725
9.62532,-9.18263,1.30901,-2.36327,9.4452,-9.37195,9.45,-9.35,0.999075,-2.99724
9.68882,-9.31862,1.28934,-2.37545,9.48751,-9.46421,9.5,-9.5,0.909706,-2.7291
9.70783,-9.5023,1.18759,-2.45757,9.55098,-9.64789,9.55,-9.65,0.909706,-2.7291
9.76541,-9.63528,1.18846,-2.50409,9.57122,-9.75525,9.6,-9.8,1.00048,-3.00143
9.77514,-9.80917,1.08487,-2.58223,9.62408,-9.94149,9.65,-9.95,1.00046,-3.00141
9.80817,-9.92823,1.01005,-2.51643,9.61433,-9.96417,9.7,-10.05,0.998785,-1.99755
9.83066,-10.0803,0.943997,-2.56132,9.7457,-10.1502,9.75,-10.15,0.998775,-1.99754
9.85078,-10.1992,0.818803,-2.40352,9.77731,-10.3295,9.75,-10.3,0,-2.72851
9.86236,-10.3637,0.741401,-2.45705,9.76557,-10.4501,9.75,-10.45,0,-2.72849
9.91473,-10.5206,0.756345,-2.56172,9.89592,-10.7137,9.8,-10.6,0.909012,-2.72704
9.92879,-10.687,0.683507,-2.60708,9.85066,-10.7537,9.85,-10.75,0.909012,-2.72703
9.94523,-10.8072,0.608262,-2.53062,9.84397,-10.9287,9.85,-10.9,0,-3.00318
9.9443,-10.9648,0.527966,-2.58313,9.85693,-11.0512,9.85,-11.05,0,-3.00316
9.96396,-11.0935,0.49489,-2.5985,9.74773,-11.0482,9.85,-11.2,0,-3.00013
9.95123,-11.2589,0.399196,-2.65671,9.84407,-11.3565,9.85,-11.35,0,-3.00012
9.97079,-11.4012,0.375299,-2.70863,9.79495,-11.4686,9.85,-11.5,0,-2.99592
9.95183,-11.5676,0.274369,-2.75886,9.83943,-11.6467,9.85,-11.65,0,-2.99592
9.91206,-11.6649,0.108813,-2.42768,9.76634,-11.6976,9.8,-11.75,-0.908731,-1.81746
9.87815,-11.8188,0.00720584,-2.4558,9.74774,-11.8511,9.75,-11.85,-0.908731,-1.81746
9.86416,-11.946,-0.0634589,-2.37926,9.7856,-12.1262,9.7,-12,-0.909591,-2.72875
9.80988,-12.1032,-0.185974,-2.41236,9.64482,-12.1455,9.65,-12.15,-0.909582,-2.72873
9.78583,-12.2297,-0.252689,-2.36637,9.57233,-12.2948,9.6,-12.3,-0.908879,-2.72667
9.71788,-12.3931,-0.38949,-2.40607,9.55167,-12.4583,9.55,-12.45,-0.908879,-2.72665
9.65088,-12.476,-0.486852,-2.12137,9.37132,-12.4833,9.45,-12.55,-1.82006,-1.82006
9.56236,-12.6199,-0.631701,-2.14244,9.359,-12.6499,9.35,-12.65,-1.82005,-1.82005
9.47656,-12.6656,-0.696199,-1.79227,9.16109,-12.6848,9.2,-12.75,-3.00047,-2.00033
9.34903,-12.7954,-0.882542,-1.81908,9.028,-12.8337,9.05,-12.85,-3.00048,-2.00033
9.25422,-12.8512,-0.935471,-1.56801,8.85918,-12.7953,8.95,-12.9,-1.81543,-0.907707
9.12302,-12.9656,-1.11039,-1.56272,8.84257,-12.9684,8.85,-12.95,-1.81542,-0.907708
9.03111,-13.0312,-1.17516,-1.42436,8.66865,-13.0114,8.7,-13.05,-2.73134,-1.82089
8.87307,-13.1429,-1.38676,-1.4078,8.55319,-13.1445,8.55,-13.15,-2.73135,-1.82089
8.71184,-13.1594,-1.48281,-1.08486,8.27267,-12.996,8.4,-13.15,-2.99683,0
8.55764,-13.2251,-1.65756,-1.0084,8.25965,-13.1488,8.25,-13.15,-2.9968,0
8.43381,-13.2668,-1.75148,-0.880155,8.04571,-13.0646,8.1,-13.2,-2.72707,-0.909028
8.2532,-13.3264,-1.94348,-0.769388,7.95841,-13.2508,7.95,-13.25,-2.72705,-0.90902
8.0854,-13.3612,-2.12431,-0.585127,7.86599,-13.4154,7.8,-13.25,-2.7295,0
7.89428,-13.3862,-2.27714,-0.414719,7.62489,-13.249,7.65,-13.25,-2.7295,0
7.73972,-13.3947,-2.39585,-0.230504,7.50783,-13.2944,7.5,-13.25,-2.99994,0
7.56213,-13.3915,-2.49496,-0.045158,7.3419,-13.2474,7.35,-13.25,-2.99994,0
7.35991,-13.3681,-2.67368,0.241722,7.19781,-13.1973,7.2,-13.2,-2.72698,0.908995
7.18311,-13.3257,-2.68338,0.469735,7.04935,-13.1606,7.05,-13.15,-2.72695,0.908987
7.02772,-13.2853,-2.65362,0.660797,6.79473,-13.0433,6.85,-13.15,-3.63709,0
6.83042,-13.2407,-2.69462,0.871603,6.65123,-13.1604,6.65,-13.15,-3.63709,0
6.67982,-13.1882,-2.69099,1.06437,6.54114,-13.2079,6.5,-13.1,-3.0006,1.00018
6.50452,-13.1241,-2.69158,1.25769,6.35317,-13.0396,6.35,-13.05,-3.0006,1.00019
6.44544,-13.1054,-2.26696,1.13262,6.27012,-13.1139,6.25,-13.05,-1.81729,0
6.27858,-13.0491,-2.27533,1.28035,6.14459,-13.0471,6.15,-13.05,-1.81729,0
6.12698,-12.9606,-2.29564,1.49935,5.99498,-12.9442,6,-12.95,-2.72861,1.81906
5.97018,-12.8748,-2.25653,1.65374,5.86379,-12.8408,5.85,-12.85,-2.72861,1.81907
5.87198,-12.8043,-2.10114,1.70504,5.73761,-12.8672,5.7,-12.8,-2.99988,0.999964
5.71471,-12.7313,-2.10408,1.82103,5.55118,-12.7486,5.55,-12.75,-2.99985,0.999954
5.6426,-12.6709,-1.85977,1.76145,5.45236,-12.7392,5.45,-12.7,-2.00001,1
5.50246,-12.5991,-1.85153,1.85398,5.35556,-12.6423,5.35,-12.65,-1.99998,0.999994
5.40326,-12.5033,-1.7756,1.96453,5.26451,-12.5511,5.25,-12.55,-1.99732,1.99733
5.27351,-12.4151,-1.7457,2.0542,5.13769,-12.4355,5.15,-12.45,-1.9973,1.9973
5.18542,-12.3173,-1.60766,2.09792,5.1317,-12.5744,5.05,-12.35,-1.8206,1.82059
5.06165,-12.2131,-1.55398,2.18047,4.94432,-12.2438,4.95,-12.25,-1.82058,1.82058
4.94775,-12.0694,-1.59307,2.46861,4.89215,-12.1623,4.85,-12.1,-1.9998,2.99969
4.84233,-11.9509,-1.51803,2.54414,4.75047,-11.9578,4.75,-11.95,-1.9998,2.9997
4.78714,-11.8458,-1.30853,2.46705,4.6421,-11.7788,4.7,-11.85,-1.00002,2.00003
4.70382,-11.7294,-1.22107,2.52365,4.63967,-11.7513,4.65,-11.75,-1.00001,2.00002
4.62534,-11.5839,-1.16421,2.70054,4.58347,-11.632,4.6,-11.6,-0.998955,2.99688
4.56912,-11.4495,-1.03322,2.75207,4.56619,-11.4576,4.55,-11.45,-0.99896,2.99689
4.5083,-11.2955,-0.933182,2.87946,4.46846,-11.2092,4.5,-11.3,-1.00106,3.00319
4.46441,-11.1496,-0.792261,2.9237,4.46017,-11.1425,4.45,-11.15,-1.00106,3.00319
4.46777,-11.036,-0.518926,2.66163,4.43672,-11.0976,4.45,-11.05,0,1.8168
4.43968,-10.9003,-0.382893,2.67025,4.43803,-10.9525,4.45,-10.95,0,1.81679
4.41671,-10.757,-0.264819,2.73775,4.40556,-10.7068,4.45,-10.8,0,3.00139
4.41622,-10.6255,-0.118214,2.73651,4.45507,-10.6618,4.45,-10.65,0,3.00138
4.44668,-10.5249,0.0727148,2.50913,4.44716,-10.5583,4.45,-10.55,0,2.00041
4.45163,-10.4071,0.193281,2.49173,4.45187,-10.4417,4.45,-10.45,0,2.00038
4.46181,-10.2769,0.317472,2.50337,4.45602,-10.2142,4.5,-10.3,0.999584,2.99875
4.49697,-10.1465,0.469406,2.48908,4.55349,-10.1343,4.55,-10.15,0.999574,2.99871
4.51036,-9.99169,0.592245,2.58392,4.56608,-10.005,4.55,-10,0,2.72717
4.54994,-9.84858,0.739286,2.55023,4.55922,-9.84124,4.55,-9.85,0,2.72714
4.60055,-9.71066,0.887029,2.485,4.62339,-9.6559,4.65,-9.7,1.8193,2.72895
4.67477,-9.56423,1.06437,2.44558,4.7439,-9.53522,4.75,-9.55,1.81929,2.72894
4.70178,-9.41178,1.16258,2.56168,4.74852,-9.27389,4.8,-9.4,1.00006,3.00019
4.78287,-9.27338,1.32749,2.51728,4.8446,-9.24095,4.85,-9.25,1.00005,3.00015
4.8913,-9.17014,1.49793,2.31222,4.98605,-9.20516,4.95,-9.15,2.00004,2.00005
4.98208,-9.04928,1.64194,2.241,5.02283,-9.03066,5.05,-9.05,2.00004,2.00004
5.01528,-8.91695,1.67728,2.31823,5.12819,-8.95913,5.1,-8.9,0.999704,2.99911
5.1141,-8.78782,1.819,2.2571,5.14109,-8.73073,5.15,-8.75,0.999689,2.99907
5.2364,-8.67848,1.96426,2.10681,5.33883,-8.81618,5.25,-8.65,1.81848,1.81849
5.35106,-8.56536,2.08288,1.99675,5.36408,-8.56805,5.35,-8.55,1.81846,1.81846
5.39024,-8.44205,2.05261,2.03181,5.38848,-8.31037,5.45,-8.4,2.00068,3.00103
5.50956,-8.3231,2.18182,1.9665,5.53874,-8.25196,5.55,-8.25,2.00066,3.00099
5.6163,-8.21723,2.26607,1.88654,5.56632,-8.04704,5.65,-8.15,1.99952,1.99953
5.73882,-8.11052,2.37191,1.80472,5.7459,-8.05196,5.75,-8.05,1.9995,1.9995
5.79229,-8.00183,2.29664,1.79357,5.78426,-7.91676,5.8,-7.95,0.999944,1.99989
5.89819,-7.91145,2.35295,1.69972,5.84978,-7.88144,5.85,-7.85,0.999939,1.99988
5.97722,-7.81253,2.32771,1.65574,5.92249,-7.69769,5.95,-7.75,1.99772,1.99772
6.08848,-7.71837,2.38728,1.58223,6.04031,-7.64732,6.05,-7.65,1.99771,1.9977
6.18176,-7.621,2.35098,1.51929,6.16773,-7.55437,6.15,-7.55,1.8199,1.8199
6.30181,-7.5268,2.39992,1.44002,6.23866,-7.45306,6.25,-7.45,1.8199,1.81991
6.41831,-7.44413,2.45032,1.36846,6.25322,-7.17734,6.4,-7.35,2.99605,1.99736
6.55219,-7.35099,2.53099,1.31872,6.55461,-7.24907,6.55,-7.25,2.99605,1.99736
6.67982,-7.27676,2.54379,1.22604,6.67172,-7.23041,6.65,-7.2,1.8206,0.910303
6.80819,-7.20487,2.57213,1.13401,6.74664,-7.15616,6.75,-7.15,1.8206,0.910298
6.85995,-7.13473,2.35898,1.07022,6.79888,-6.99594,6.85,-7.05,1.99848,1.99848
6.98032,-7.05949,2.40687,1.02585,6.95342,-6.96092,6.95,-6.95,1.99846,1.99846
7.10195,-6.99891,2.39408,0.948302,7.17955,-6.9446,7.1,-6.85,2.72688,1.81792
7.24998,-6.90212,2.47333,0.933485,7.24929,-6.7261,7.25,-6.75,2.72688,1.81792
7.31464,-6.83661,2.22737,0.862053,7.42782,-6.72337,7.35,-6.65,1.81821,1.81821
7.45659,-6.73923,2.3056,0.867804,7.46332,-6.54842,7.45,-6.55,1.81821,1.81821
7.55664,-6.68043,2.22605,0.808695,7.54452,-6.5069,7.55,-6.5,1.81726,0.908632
7.68375,-6.60309,2.26808,0.792402,7.65373,-6.46481,7.65,-6.45,1.81726,0.908632
7.82477,-6.55546,2.34577,0.738918,7.8635,-6.45394,7.8,-6.4,2.72951,0.909839
7.96077,-6.48129,2.38917,0.72359,7.94162,-6.34466,7.95,-6.35,2.72948,0.909826
8.01209,-6.42418,2.1418,0.678788,7.89525,-6.11857,8.05,-6.25,2.00047,2.00048
8.13294,-6.34032,2.195,0.702272,8.12355,-6.14389,8.15,-6.15,2.00048,2.00048
8.24122,-6.28705,2.14464,0.665807,8.31423,-6.05705,8.3,-6.05,2.72702,1.81801
8.39264,-6.18888,2.23128,0.711615,8.45315,-5.97158,8.45,-5.95,2.727,1.818
8.48209,-6.13718,2.14015,0.682743,8.53167,-5.90349,8.55,-5.9,2.00127,1.00064
8.61289,-6.04592,2.20485,0.731564,8.64207,-5.83392,8.65,-5.85,2.00128,1.00064
8.73709,-5.99929,2.25196,0.712639,8.88764,-5.82241,8.8,-5.75,2.99963,1.99976
8.88304,-5.89432,2.33185,0.788391,8.94256,-5.64534,8.95,-5.65,2.99961,1.99974
8.96921,-5.83434,2.17399,0.76907,9.21669,-5.64514,9.05,-5.55,1.99699,1.997
9.10882,-5.72125,2.24566,0.861674,9.15342,-5.45253,9.15,-5.45,1.997,1.99701
9.19221,-5.64702,2.07666,0.846993,9.16723,-5.29709,9.25,-5.35,1.8166,1.81659
9.33263,-5.52027,2.13735,0.953933,9.34852,-5.23619,9.35,-5.25,1.8166,1.81659
9.41616,-5.44231,1.99365,0.943609,9.39027,-5.1041,9.45,-5.15,1.8222,1.82219
9.54614,-5.31394,2.0401,1.05296,9.54207,-5.04728,9.55,-5.05,1.82219,1.82219
9.65299,-5.24979,2.06392,1.06334,9.62802,-5.02338,9.65,-5,1.99604,0.998028
9.76779,-5.14054,2.09146,1.14601,9.75,-4.94288,9.75,-4.95,1.99605,0.998028
9.84823,-5.05858,1.93965,1.13088,9.88102,-4.86216,9.85,-4.85,1.81895,1.81894
9.96479,-4.94317,1.96184,1.21353,9.94502,-4.76247,9.95,-4.75,1.81894,1.81894
10.0366,-4.85583,1.80273,1.19778,10.0747,-4.62454,10.05,-4.6,1.81966,2.72951
10.1533,-4.71055,1.83274,1.33138,10.1384,-4.4533,10.15,-4.45,1.81965,2.72948
10.2383,-4.61824,1.76737,1.34583,10.1743,-4.32841,10.25,-4.35,1.81908,1.81907
10.3523,-4.47478,1.78943,1.4722,10.3492,-4.25956,10.35,-4.25,1.81908,1.81907
10.4346,-4.38373,1.7345,1.49277,10.56,-4.15868,10.45,-4.1,2.00061,3.0009
10.5442,-4.22312,1.75829,1.65737,10.5557,-3.96034,10.55,-3.95,2.0006,3.0009
10.6546,-4.12939,1.81804,1.70941,10.7738,-3.89129,10.65,-3.85,1.99963,1.99964
10.7578,-3.97174,1.8211,1.85356,10.7394,-3.74821,10.75,-3.75,1.99962,1.99962
10.7857,-3.84683,1.56213,1.84228,10.7674,-3.58281,10.8,-3.6,0.999844,2.99952
10.8766,-3.67518,1.54961,2.00581,10.8596,-3.4348,10.85,-3.45,0.999834,2.99949
10.9795,-3.57186,1.6199,2.05989,10.9601,-3.36033,10.95,-3.35,2.00065,2.00064
11.0672,-3.4141,1.60006,2.18087,11.0504,-3.25128,11.05,-3.25,2.00064,2.00064
11.0996,-3.28034,1.4057,2.18805,11.0282,-3.07488,11.1,-3.1,0.998546,2.99563
11.1757,-3.11264,1.37168,2.3177,11.1569,-2.944,11.15,-2.95,0.998526,2.9956
11.1791,-2.9518,1.09077,2.31056,11.1386,-2.78926,11.15,-2.8,0,2.73104
11.2281,-2.78133,1.01598,2.40709,11.141,-2.65084,11.15,-2.65,0,2.73102
11.2377,-2.62605,0.826895,2.42244,11.1042,-2.54354,11.15,-2.55,0,1.81785
11.2613,-2.48739,0.737248,2.43999,11.1497,-2.45904,11.15,-2.45,0,1.81785
11.3396,-2.38306,0.821872,2.45837,11.1658,-2.25651,11.25,-2.25,1.99733,3.99465
11.3823,-2.2032,0.764019,2.58343,11.3591,-2.05184,11.35,-2.05,1.99733,3.99465
11.3954,-2.04694,0.625339,2.60346,11.3117,-1.92025,11.35,-1.95,0,1.81854
11.4166,-1.89496,0.543056,2.62904,11.3504,-1.8663,11.35,-1.85,0,1.81853
11.4307,-1.74367,0.436761,2.64481,11.4185,-1.70062,11.35,-1.7,0,2.72762
11.4391,-1.58108,0.344556,2.68166,11.3568,-1.53205,11.35,-1.55,0,2.72762
11.3862,-1.41462,0.0863628,2.68666,11.2541,-1.38373,11.3,-1.4,-0.908846,2.72653
11.3662,-1.26218,-0.0280368,2.68618,11.2429,-1.24238,11.25,-1.25,-0.908846,2.72653
11.2776,-1.08099,-0.344683,2.73218,11.0754,-1.08747,11.15,-1.1,-1.82014,2.73021
11.2244,-0.93227,-0.485355,2.69986,11.0544,-0.927069,11.05,-0.949999,-1.82013,2.73021
11.1535,-0.77627,-0.701804,2.73025,10.9247,-0.791254,11,-0.799999,-1.00036,3.00107
11.0895,-0.641484,-0.834855,2.68783,10.9434,-0.640459,10.95,-0.65,-1.00035,3.00104
10.9727,-0.467977,-1.16756,2.75485,10.7146,-0.485949,10.85,-0.5,-2.00003,3.00006
10.8866,-0.340201,-1.30669,2.67555,10.7471,-0.362528,10.75,-0.35,-2.00002,3.00003
10.7889,-0.190577,-1.49702,2.63267,10.6895,-0.304531,10.65,-0.3,-1.81779,0.908892
10.6798,-0.107195,-1.60824,2.44066,10.547,-0.266677,10.55,-0.25,-1.81778,0.908893
10.5302,0.0424141,-1.9743,2.47739,10.5032,-0.154501,10.4,-0.15,-3.00061,2.00041
10.4022,0.109033,-2.08344,2.27077,10.2485,-0.0475524,10.25,-0.0499992,-3.0006,2.00041
10.3014,0.192912,-2.12786,2.10816,10.1407,-0.0721585,10.15,-0.0499992,-1.99645,0
10.1702,0.208303,-2.18873,1.84394,10.0313,-0.0518611,10.05,-0.0499992,-1.99644,0
10.0292,0.299337,-2.36722,1.73963,10.0898,-0.00166396,9.9,9.49949e-07,-2.73175,0.910584
9.8766,0.306182,-2.42037,1.45888,9.74695,0.0464954,9.75,0.0500011,-2.73174,0.910584
9.7141,0.376159,-2.64981,1.35868,9.50401,0.0833188,9.6,0.100001,-2.99544,0.998471
9.56357,0.37223,-2.68836,1.10008,9.45825,0.149456,9.45,0.15,-2.99545,0.998471
9.45058,0.382417,-2.50512,0.83885,9.22819,0.16178,9.35,0.15,-1.81963,0
9.30374,0.359201,-2.51233,0.593441,9.24456,0.139817,9.25,0.15,-1.81962,0
9.15054,0.38727,-2.6723,0.465181,9.0729,0.205961,9.1,0.2,-3.00059,1.0002
9.00919,0.373268,-2.68206,0.264912,8.96281,0.250937,8.95,0.25,-3.0006,1.0002
8.86251,0.379744,-2.75426,0.109535,8.84168,0.257617,8.8,0.25,-2.99995,0
8.71471,0.353029,-2.75374,-0.0929041,8.65606,0.24536,8.65,0.25,-2.99994,0
8.56707,0.339281,-2.77326,-0.262075,8.43549,0.247188,8.5,0.25,-2.99323,0
8.41547,0.307439,-2.76473,-0.450222,8.34184,0.250769,8.35,0.25,-2.9932,0
8.27233,0.271932,-2.68697,-0.625315,8.27073,0.243988,8.2,0.25,-2.73233,0
8.11282,0.238442,-2.66429,-0.792428,8.03847,0.260731,8.05,0.25,-2.73234,0
7.96983,0.200823,-2.67923,-0.947219,7.98053,0.204587,7.9,0.2,-3.00234,-1.00078
7.82167,0.148791,-2.64349,-1.10886,7.73327,0.149199,7.75,0.15,-3.00231,-1.00077
7.65687,0.105754,-2.73174,-1.26844,7.46173,0.143776,7.6,0.15,-2.99599,0
7.51317,0.0610605,-2.67822,-1.38295,7.45455,0.149294,7.45,0.15,-2.99596,0
7.40858,-0.025809,-2.38274,-1.49061,7.37986,0.0951006,7.35,0.100001,-1.81801,-0.908998
7.28078,-0.0757842,-2.29633,-1.57235,7.26713,0.055036,7.25,0.0500011,-1.81801,-0.908998
7.13479,-0.137668,-2.34655,-1.71102,7.32548,-0.0461763,7.1,-0.0499995,-2.72495,-1.81664
6.99844,-0.214355,-2.26113,-1.81353,6.93127,-0.133333,6.95,-0.15,-2.72492,-1.81662
6.94554,-0.338258,-1.8594,-1.85378,7.09668,-0.264116,6.9,-0.25,-0.910634,-1.82126
6.84918,-0.420753,-1.74349,-1.92361,6.84796,-0.34284,6.85,-0.35,-0.910622,-1.82124
6.69215,-0.471364,-1.95928,-2.07252,6.64638,-0.45061,6.7,-0.45,-2.99641,-1.99759
6.59025,-0.569804,-1.86062,-2.1592,6.54772,-0.536719,6.55,-0.549999,-2.99637,-1.99757
6.52452,-0.715694,-1.59067,-2.24278,6.50462,-0.718,6.5,-0.7,-0.909955,-2.72986
6.44286,-0.843296,-1.45345,-2.3349,6.45451,-0.851695,6.45,-0.85,-0.909955,-2.72986
6.39599,-0.986213,-1.23557,-2.41698,6.42547,-0.999512,6.4,-1,-0.999224,-2.99766
6.33901,-1.11983,-1.09565,-2.50262,6.3554,-1.1624,6.35,-1.15,-0.99921,-2.99763
6.27278,-1.26065,-0.962707,-2.57576,6.14523,-1.27904,6.3,-1.3,-0.908722,-2.72618
6.22375,-1.41448,-0.802712,-2.65133,6.2299,-1.45381,6.25,-1.45,-0.908718,-2.72616
6.23956,-1.6433,-0.425615,-2.83425,6.37158,-1.60661,6.3,-1.6,0.910485,-2.73144
6.24236,-1.78577,-0.217407,-2.81433,6.34473,-1.75136,6.35,-1.75,0.910481,-2.73144
6.24477,-1.92615,-0.0291385,-2.82099,6.34,-1.88987,6.35,-1.9,0,-2.99515
6.26576,-2.05876,0.161474,-2.78868,6.35828,-2.03886,6.35,-2.05,0,-2.99515
6.28015,-2.19044,0.318771,-2.70323,6.45002,-2.23466,6.35,-2.2,0,-2.72856
6.30851,-2.33788,0.505018,-2.67185,6.34057,-2.34076,6.35,-2.35,0,-2.72854
6.35564,-2.50987,0.740248,-2.7137,6.4979,-2.56206,6.4,-2.5,0.908227,-2.7247
6.40973,-2.65514,0.931667,-2.64776,6.45265,-2.65056,6.45,-2.65,0.908223,-2.72467
6.43287,-2.72482,0.920024,-2.29355,6.46538,-2.81029,6.45,-2.8,0,-2.72732
