px,py,vx,vy,px_measured,py_measured,gt_px,gt_py,gt_vx,gt_vy
6.48072,-2.86778,1.07017,-2.26603,6.45762,-2.94003,6.45,-2.95,0,-2.7273
6.53998,-3.02208,1.2584,-2.29483,6.36717,-3.08903,6.5,-3.15,0.909078,-3.6363
6.59811,-3.18515,1.40403,-2.2857,6.54349,-3.33906,6.55,-3.35,0.90907,-3.63626
6.66287,-3.31136,1.48977,-2.15795,6.6454,-3.53435,6.6,-3.5,0.910038,-2.7301
6.72825,-3.47666,1.61725,-2.15415,6.65608,-3.67065,6.65,-3.65,0.910033,-2.7301
6.79451,-3.58879,1.64628,-1.98358,6.70981,-3.81998,6.7,-3.8,0.908095,-2.7243
6.85841,-3.74983,1.74379,-1.98269,6.74422,-3.95901,6.75,-3.95,0.908091,-2.72428
6.91913,-3.84574,1.71148,-1.78177,6.72525,-4.05329,6.8,-4.1,0.910949,-2.73284
6.97845,-4.00615,1.78284,-1.79656,6.83817,-4.25449,6.85,-4.25,0.910945,-2.73284
7.02635,-4.07904,1.68927,-1.58072,6.86491,-4.32753,6.9,-4.35,0.999834,-1.99968
7.07855,-4.21643,1.73917,-1.59468,6.94879,-4.45387,6.95,-4.45,0.999829,-1.99966
7.17936,-4.34553,1.95178,-1.67742,6.99339,-4.57763,7.05,-4.6,1.99653,-2.99479
7.24857,-4.49441,1.99799,-1.69887,7.14339,-4.76622,7.15,-4.75,1.99653,-2.99479
7.31519,-4.5738,1.93966,-1.54104,7.11889,-4.79341,7.2,-4.85,1.00098,-2.00196
7.38008,-4.70897,1.96929,-1.55375,7.25883,-4.94719,7.25,-4.95,1.00097,-2.00194
7.46622,-4.80414,1.96872,-1.45015,7.28536,-5.09276,7.3,-5.1,0.90969,-2.72906
7.5251,-4.95901,1.97089,-1.48579,7.33925,-5.24908,7.35,-5.25,0.909677,-2.72904
7.64604,-5.0874,2.22809,-1.60976,7.33914,-5.30864,7.45,-5.4,1.99976,-2.99964
7.71104,-5.24769,2.21575,-1.66768,7.5499,-5.55354,7.55,-5.55,1.99976,-2.99964
7.77977,-5.32645,2.09687,-1.50334,7.59167,-5.64447,7.6,-5.65,1.00038,-2.00076
7.83261,-5.47343,2.07099,-1.54956,7.64483,-5.73357,7.65,-5.75,1.00037,-2.00074
7.94704,-5.58944,2.19644,-1.57242,7.6402,-5.81769,7.75,-5.9,1.81659,-2.7249
8.01535,-5.75874,2.16604,-1.6352,7.84396,-6.051,7.85,-6.05,1.81659,-2.7249
8.08399,-5.83649,1.99283,-1.43802,7.91394,-6.15143,7.9,-6.15,0.909251,-1.81851
8.13696,-5.99458,1.9544,-1.49401,7.95018,-6.25957,7.95,-6.25,0.909247,-1.81849
8.24487,-6.1001,2.03379,-1.49519,8.10134,-6.38026,8.05,-6.35,1.81576,-1.81577
8.31063,-6.24614,2.00566,-1.53402,8.15891,-6.45832,8.15,-6.45,1.81577,-1.81577
8.4369,-6.3632,2.15318,-1.58985,8.3424,-6.65648,8.25,-6.6,1.8218,-2.73269
8.5025,-6.52042,2.10844,-1.64584,8.33273,-6.74641,8.35,-6.75,1.8218,-2.73269
8.59904,-6.62047,2.07568,-1.57669,8.46635,-6.96022,8.4,-6.9,0.907987,-2.72401
8.64912,-6.7881,2.00872,-1.65189,8.44383,-7.03914,8.45,-7.05,0.907988,-2.72398
8.74582,-6.8957,2.01389,-1.62794,8.53661,-7.23635,8.5,-7.2,0.910054,-2.73014
8.7838,-7.07893,1.92681,-1.72712,8.55761,-7.36836,8.55,-7.35,0.910046,-2.73012
8.87881,-7.18653,1.97612,-1.7501,8.70486,-7.48959,8.65,-7.45,1.99827,-1.99828
8.92471,-7.34192,1.91292,-1.82136,8.7565,-7.55536,8.75,-7.55,1.99828,-1.99828
9.01478,-7.45154,1.90853,-1.79891,8.74707,-7.66927,8.8,-7.7,0.909061,-2.72717
9.05557,-7.626,1.82601,-1.88319,8.85031,-7.85391,8.85,-7.85,0.909053,-2.72715
9.13881,-7.73716,1.80448,-1.85429,8.88546,-7.96913,8.9,-8,0.908945,-2.72688
9.16865,-7.92086,1.70831,-1.95181,8.95085,-8.16397,8.95,-8.15,0.908953,-2.72687
9.24992,-8.03568,1.69703,-1.9374,9.03618,-8.239,9.05,-8.25,1.82026,-1.82027
9.29689,-8.19452,1.63585,-1.99854,9.15149,-8.34807,9.15,-8.35,1.82025,-1.82026
9.38709,-8.31556,1.71889,-2.08843,9.14011,-8.44049,9.2,-8.5,0.999884,-2.99963
9.41582,-8.47937,1.63118,-2.16741,9.22902,-8.65053,9.25,-8.65,0.999874,-2.9996
9.48929,-8.59543,1.63479,-2.18144,9.23666,-8.722,9.3,-8.8,0.999284,-2.99783
9.52004,-8.76584,1.55007,-2.26819,9.36398,-8.95164,9.35,-8.95,0.999284,-2.99784
9.5686,-8.87528,1.4065,-2.11459,9.47823,-9.13791,9.4,-9.05,0.909209,-1.81844
9.59703,-9.03657,1.32976,-2.1752,9.43696,-9.1575,9.45,-9.15,0.90921,-1.81843
9.66259,-9.16209,1.32212,-2.18957,9.44585,-9.27158,9.5,-9.3,0.908483,-2.72543
9.68819,-9.32811,1.2427,-2.25496,9.53884,-9.45193,9.55,-9.45,0.908475,-2.72542
9.7581,-9.46546,1.25024,-2.29717,9.6872,-9.68187,9.6,-9.6,0.909756,-2.72927
9.78761,-9.63502,1.17692,-2.36409,9.67284,-9.75791,9.65,-9.75,0.909739,-2.72923
9.86132,-9.77949,1.22349,-2.47073,9.86489,-10.0711,9.7,-9.9,0.998626,-2.99586
9.88005,-9.94233,1.13926,-2.53417,9.74713,-10.0467,9.75,-10.05,0.998616,-2.99584
9.90704,-10.0591,1.00592,-2.37521,9.75497,-10.1932,9.75,-10.2,0,-2.72857
9.90899,-10.238,0.901865,-2.45026,9.74697,-10.3629,9.75,-10.35,0,-2.72854
9.95765,-10.3815,0.896301,-2.50232,9.77249,-10.4428,9.8,-10.5,0.909773,-2.7293
9.96977,-10.5541,0.8121,-2.56088,9.86261,-10.6462,9.85,-10.65,0.909773,-2.7293
9.98823,-10.6785,0.710408,-2.43942,9.86786,-10.8223,9.85,-10.8,0,-2.72846
9.98169,-10.8501,0.611323,-2.49925,9.8455,-10.9408,9.85,-10.95,0,-2.72844
10.0031,-10.9852,0.55639,-2.47226,9.84594,-11.0973,9.85,-11.1,0,-2.72748
9.98431,-11.1593,0.44606,-2.53201,9.83549,-11.2481,9.85,-11.25,0,-2.72745
10.0066,-11.2974,0.420741,-2.57717,9.8926,-11.4631,9.85,-11.4,0,-2.9967
9.98672,-11.4651,0.316833,-2.63852,9.87136,-11.5692,9.85,-11.55,0,-2.99671
9.97868,-11.5921,0.216074,-2.50044,9.89882,-11.7746,9.8,-11.7,-0.909227,-2.72768
9.93071,-11.7713,0.0774815,-2.56048,9.74749,-11.8623,9.75,-11.85,-0.909218,-2.72765
9.90999,-11.8941,-0.0144526,-2.43248,9.75738,-12.0161,9.7,-12,-0.908714,-2.72613
9.84648,-12.0685,-0.16231,-2.48567,9.65408,-12.1513,9.65,-12.15,-0.908706,-2.7261
9.79994,-12.1707,-0.266582,-2.26604,9.60373,-12.2428,9.6,-12.25,-0.909639,-1.81931
9.72901,-12.3175,-0.399436,-2.2849,9.54006,-12.3354,9.55,-12.35,-0.90964,-1.8193
9.65698,-12.3875,-0.4901,-1.96337,9.38815,-12.3607,9.45,-12.45,-1.81824,-1.81825
9.56654,-12.5204,-0.631081,-1.97808,9.35049,-12.5377,9.35,-12.55,-1.81823,-1.81823
9.49201,-12.5897,-0.689163,-1.70265,9.33568,-12.8372,9.2,-12.65,-2.72578,-1.81718
9.3623,-12.7223,-0.875408,-1.72502,9.04708,-12.7528,9.05,-12.75,-2.72576,-1.81717
9.2882,-12.7973,-0.935275,-1.59304,8.97697,-12.8161,8.95,-12.85,-1.8192,-1.81921
9.14898,-12.9209,-1.12964,-1.59876,8.84904,-12.9423,8.85,-12.95,-1.81921,-1.81921
9.0549,-12.9882,-1.19998,-1.45992,8.64934,-12.9537,8.7,-13.05,-2.72781,-1.81854
8.88532,-13.114,-1.44129,-1.456,8.5479,-13.1496,8.55,-13.15,-2.7278,-1.81853
8.71793,-13.1522,-1.56565,-1.14082,8.43462,-13.263,8.4,-13.15,-2.72644,0
8.55009,-13.2256,-1.75305,-1.05055,8.26001,-13.1483,8.25,-13.15,-2.72641,0
8.37869,-13.2584,-1.94614,-0.828939,8.10139,-13.1447,8.1,-13.15,-3.00083,0
8.2134,-13.2929,-2.08965,-0.687055,7.95138,-13.1593,7.95,-13.15,-3.00084,0
8.08309,-13.3243,-2.1527,-0.551574,7.85182,-13.2702,7.8,-13.2,-2.72553,-0.908516
7.89211,-13.3552,-2.30862,-0.389397,7.64076,-13.2654,7.65,-13.25,-2.72554,-0.908516
7.67664,-13.3551,-2.56541,-0.0979228,7.51359,-13.2891,7.5,-13.2,-2.72544,0.908483
7.50365,-13.328,-2.59517,0.125679,7.35762,-13.1417,7.35,-13.15,-2.72544,0.908483
7.36681,-13.3149,-2.55225,0.275854,7.19553,-13.2012,7.2,-13.15,-2.73035,0
7.19148,-13.2795,-2.57896,0.482827,7.05296,-13.1563,7.05,-13.15,-2.73035,0
7.04738,-13.2479,-2.54241,0.644235,6.87644,-13.2105,6.85,-13.15,-3.63616,0
6.85388,-13.2065,-2.59164,0.840762,6.672,-13.1364,6.65,-13.15,-3.63617,0
6.77813,-13.1889,-2.27457,0.815078,6.53838,-13.1322,6.55,-13.15,-1.81656,0
6.60754,-13.1521,-2.31059,0.960594,6.46904,-13.1587,6.45,-13.15,-1.81657,0
6.47827,-13.0952,-2.24047,1.09121,6.22921,-13.0167,6.3,-13.1,-2.73109,0.910352
6.30707,-13.0405,-2.26287,1.23599,6.15723,-13.0319,6.15,-13.05,-2.73109,0.91036
6.13629,-12.9402,-2.36014,1.5173,5.95573,-12.8757,6,-12.95,-2.72331,1.81553
5.97105,-12.8577,-2.33284,1.66674,5.85711,-12.8423,5.85,-12.85,-2.72331,1.81554
5.87108,-12.7908,-2.11477,1.6695,5.73901,-12.8863,5.7,-12.8,-2.72842,0.909475
5.70372,-12.7155,-2.1145,1.7847,5.5559,-12.7556,5.55,-12.75,-2.72839,0.909466
5.57596,-12.6118,-2.0543,1.93671,5.41889,-12.699,5.4,-12.65,-2.731,1.82067
5.40585,-12.5203,-2.05084,2.04671,5.23681,-12.5467,5.25,-12.55,-2.731,1.82066
5.30194,-12.4201,-1.89509,2.09387,5.16911,-12.5003,5.15,-12.45,-1.81821,1.8182
5.16006,-12.3183,-1.85017,2.18725,5.04959,-12.3548,5.05,-12.35,-1.8182,1.8182
5.07631,-12.2228,-1.70733,2.21498,4.99996,-12.3538,4.95,-12.25,-1.99957,1.99957
4.96165,-12.1208,-1.65122,2.29268,4.86969,-12.1416,4.85,-12.15,-1.99954,1.99955
4.90623,-12.0336,-1.43315,2.20693,4.83937,-12.0439,4.8,-12.05,-0.999954,1.99993
4.82141,-11.9264,-1.34932,2.27385,4.77326,-11.9345,4.75,-11.95,-0.999959,1.99992
4.71884,-11.7741,-1.36309,2.54223,4.5839,-11.6711,4.65,-11.8,-2.0002,3.00031
4.62783,-11.6476,-1.2808,2.61027,4.54148,-11.6336,4.55,-11.65,-2.0002,3.0003
4.59833,-11.5541,-1.03864,2.43835,4.53697,-11.5591,4.55,-11.55,0,1.99749
4.54922,-11.435,-0.921433,2.47998,4.55238,-11.4548,4.55,-11.45,0,1.99746
4.45772,-11.2465,-0.93069,2.83881,4.47604,-11.2089,4.5,-11.25,-0.90916,3.63662
4.4226,-11.0816,-0.75745,2.89208,4.45629,-11.0538,4.45,-11.05,-0.909152,3.63659
4.43959,-10.9758,-0.457587,2.55315,4.39651,-10.8822,4.45,-10.95,0,1.81807
4.42662,-10.839,-0.309015,2.56504,4.45899,-10.8664,4.45,-10.85,0,1.81808
4.41568,-10.7003,-0.169198,2.58045,4.493,-10.7885,4.45,-10.7,0,2.72865
4.41734,-10.5566,-0.018291,2.5864,4.44058,-10.5544,4.45,-10.55,0,2.72864
4.42023,-10.412,0.122788,2.59462,4.44399,-10.3941,4.45,-10.4,0,2.72392
4.43404,-10.2651,0.270673,2.59021,4.44086,-10.2469,4.45,-10.25,0,2.72391
4.4562,-10.1254,0.414973,2.56929,4.53204,-10.1814,4.5,-10.1,0.909624,2.72885
4.49903,-9.97545,0.583906,2.55387,4.54793,-9.94716,4.55,-9.95,0.909615,2.72884
4.53818,-9.82943,0.732271,2.52888,4.57622,-9.70975,4.6,-9.8,0.909111,2.72733
4.59841,-9.67918,0.903119,2.5007,4.64364,-9.63888,4.65,-9.65,0.909107,2.72732
4.65757,-9.54211,1.05024,2.45003,4.76627,-9.54952,4.75,-9.5,1.81921,2.7288
4.7454,-9.39683,1.23535,2.40172,4.82761,-9.37054,4.85,-9.35,1.81921,2.7288
4.79802,-9.24659,1.35348,2.4416,4.89701,-9.18082,4.9,-9.2,0.908739,2.72622
4.89485,-9.097,1.52861,2.38803,4.94177,-9.04086,4.95,-9.05,0.908743,2.72623
5.00462,-8.98025,1.68594,2.23422,5.09012,-9.06486,5.05,-8.95,1.8169,1.81688
5.11032,-8.85513,1.82915,2.1417,5.1385,-8.8446,5.15,-8.85,1.81688,1.81688
5.1852,-8.72447,1.90418,2.12125,5.21345,-8.63875,5.25,-8.7,1.8201,2.73014
5.30694,-8.59581,2.05221,2.03623,5.33853,-8.54729,5.35,-8.55,1.82008,2.73013
5.38717,-8.47282,2.0966,1.99824,5.35874,-8.39385,5.4,-8.45,0.910244,1.82049
5.49557,-8.36759,2.18077,1.88412,5.46213,-8.36055,5.45,-8.35,0.910249,1.8205
5.53162,-8.25506,2.1089,1.90909,5.63723,-8.3352,5.55,-8.2,1.99657,2.99484
5.64493,-8.14126,2.21201,1.84858,5.63863,-8.05978,5.65,-8.05,1.99657,2.99485
5.75351,-8.02729,2.27022,1.78279,5.69655,-7.84304,5.75,-7.95,1.81871,1.81872
5.87696,-7.91783,2.35272,1.69786,5.84353,-7.85177,5.85,-7.85,1.81871,1.81871
5.9932,-7.81744,2.39579,1.61504,5.9537,-7.7033,6,-7.75,2.72961,1.81974
6.1349,-7.71613,2.49013,1.52919,6.14453,-7.66253,6.15,-7.65,2.72961,1.81974
6.21195,-7.62594,2.41569,1.48084,6.27,-7.55894,6.25,-7.55,1.9992,1.9992
6.34161,-7.5306,2.49689,1.42345,6.3386,-7.44193,6.35,-7.45,1.99918,1.99918
6.43162,-7.43806,2.41309,1.36273,6.44365,-7.32743,6.45,-7.35,1.81911,1.81911
6.56851,-7.34375,2.48121,1.29991,6.54947,-7.257,6.55,-7.25,1.81909,1.81909
6.65312,-7.26914,2.39614,1.23858,6.71635,-7.22979,6.65,-7.15,1.99996,1.99996
6.77943,-7.17352,2.46291,1.21158,6.7522,-7.03215,6.75,-7.05,1.99996,1.99996
6.88644,-7.10495,2.45185,1.14568,6.81357,-6.96259,6.85,-7,1.99752,0.998765
7.00404,-7.02935,2.48669,1.09472,6.95051,-6.93564,6.95,-6.95,1.99752,0.998765
7.10934,-6.95776,2.42103,1.02741,7.00414,-6.76319,7.1,-6.85,2.73035,1.82023
7.25409,-6.87184,2.48676,0.993392,7.25571,-6.75585,7.25,-6.75,2.73035,1.82023
7.32263,-6.80482,2.31279,0.941126,7.28718,-6.59248,7.35,-6.65,2.0006,2.0006
7.44835,-6.71633,2.37114,0.939996,7.42947,-6.54884,7.45,-6.55,2.00058,2.00058
7.55454,-6.66089,2.34208,0.887545,7.58756,-6.53752,7.55,-6.5,1.99841,0.999204
7.67756,-6.58324,2.38652,0.876585,7.65263,-6.44325,7.65,-6.45,1.99838,0.999195
7.82644,-6.5356,2.52379,0.824535,7.78988,-6.37954,7.8,-6.4,2.99952,0.999844
7.96186,-6.46386,2.57094,0.807215,7.95705,-6.33998,7.95,-6.35,2.99949,0.999829
8.02006,-6.40389,2.24303,0.746169,8.1289,-6.31809,8.05,-6.25,1.81603,1.81603
8.15708,-6.3175,2.29783,0.757794,8.15184,-6.14215,8.15,-6.15,1.81603,1.81603
8.22242,-6.25503,2.06991,0.708274,8.12981,-5.95044,8.25,-6.05,1.81921,1.81921
8.35269,-6.16122,2.12731,0.742711,8.34844,-5.95288,8.35,-5.95,1.81921,1.81921
8.50052,-6.11068,2.27194,0.726172,8.45627,-5.87026,8.5,-5.9,2.729,0.909673
8.64178,-6.02116,2.32581,0.75585,8.64546,-5.83668,8.65,-5.85,2.72898,0.909661
8.75857,-5.96419,2.2968,0.729524,8.68227,-5.68169,8.8,-5.75,2.72771,1.81848
8.91194,-5.86456,2.36728,0.782182,8.95179,-5.66017,8.95,-5.65,2.72772,1.81848
8.97949,-5.80184,2.15353,0.756371,8.99196,-5.51961,9.05,-5.55,1.99939,1.9994
9.11522,-5.69475,2.22125,0.835969,9.15234,-5.45358,9.15,-5.45,1.9994,1.9994
9.21764,-5.6332,2.13684,0.815151,9.25593,-5.41629,9.25,-5.4,1.81776,0.90888
9.34997,-5.53319,2.17937,0.874454,9.3462,-5.33648,9.35,-5.35,1.81776,0.908875
9.38702,-5.45691,1.82803,0.82082,9.35852,-5.15981,9.45,-5.2,1.81545,2.72317
9.51806,-5.33335,1.89345,0.926546,9.55586,-5.07162,9.55,-5.05,1.81542,2.72314
9.60501,-5.26068,1.81791,0.924276,9.60543,-4.91132,9.65,-4.95,1.82145,1.82147
9.73286,-5.12496,1.87497,1.04964,9.75218,-4.8384,9.75,-4.85,1.82146,1.82146
9.83209,-5.05197,1.83257,1.05393,10.0131,-4.84834,9.85,-4.75,1.81961,1.8196
9.95453,-4.9173,1.87406,1.17545,9.9571,-4.66087,9.95,-4.65,1.8196,1.8196
10.0387,-4.83925,1.83232,1.19173,9.99977,-4.51909,10.05,-4.55,1.99827,1.99828
10.1522,-4.70021,1.86768,1.32794,10.1558,-4.43582,10.15,-4.45,1.99826,1.99826
10.2222,-4.60136,1.7304,1.33162,10.1567,-4.25503,10.25,-4.3,1.81693,2.72538
10.3379,-4.44215,1.75485,1.48805,10.3312,-4.16698,10.35,-4.15,1.81692,2.72536
10.4409,-4.34541,1.77538,1.53155,10.3715,-4.04505,10.45,-4.05,1.81951,1.8195
10.5571,-4.18202,1.79072,1.68647,10.5551,-3.94162,10.55,-3.95,1.8195,1.81951
10.6579,-4.07611,1.78527,1.72414,10.6459,-3.84961,10.65,-3.85,1.81817,1.81818
10.7652,-3.92153,1.7822,1.84739,10.746,-3.7455,10.75,-3.75,1.81816,1.81817
10.8629,-3.80762,1.75428,1.88042,10.9384,-3.6422,10.85,-3.6,1.81621,2.7243
10.9681,-3.63755,1.74467,2.02016,10.9457,-3.45027,10.95,-3.45,1.8162,2.7243
11.0141,-3.50091,1.52786,2.01565,11.1095,-3.32648,11,-3.3,0.908632,2.72588
11.0976,-3.32971,1.49248,2.14386,11.0435,-3.16012,11.05,-3.15,0.908632,2.72588
11.1433,-3.18896,1.34744,2.16397,10.9851,-2.95299,11.1,-3,0.909905,2.72971
11.2139,-3.01335,1.29766,2.28704,11.1542,-2.85724,11.15,-2.85,0.909888,2.72968
11.2081,-2.85464,1.01957,2.27091,11.0233,-2.67356,11.15,-2.7,0,2.72847
11.2468,-2.6859,0.936588,2.36266,11.1324,-2.55807,11.15,-2.55,0,2.72844
11.2549,-2.52898,0.748146,2.38327,11.2541,-2.42353,11.15,-2.4,0,2.72732
11.2758,-2.36445,0.650965,2.45212,11.1569,-2.2658,11.15,-2.25,0,2.72732
11.3599,-2.24976,0.745473,2.46762,11.2203,-2.08998,11.25,-2.1,1.81905,2.72856
11.3958,-2.06687,0.673804,2.57163,11.3482,-1.94557,11.35,-1.95,1.81905,2.72856
11.3527,-1.89854,0.37798,2.56109,11.3928,-1.80815,11.3,-1.8,-0.90916,2.72747
11.3528,-1.72683,0.268051,2.61936,11.2389,-1.64141,11.25,-1.65,-0.909152,2.72745
11.3529,-1.57307,0.153218,2.63923,11.3341,-1.51762,11.25,-1.5,0,2.72321
11.3452,-1.40625,0.0457284,2.67695,11.2625,-1.34833,11.25,-1.35,0,2.72321
11.295,-1.23337,-0.18914,2.71506,11.3121,-1.19064,11.2,-1.2,-0.909524,2.72856
11.2624,-1.07747,-0.312415,2.71043,11.1556,-1.0549,11.15,-1.05,-0.909524,2.72856
11.1542,-0.885313,-0.676564,2.78357,10.9982,-0.893223,11.05,-0.9,-1.81945,2.72916
11.0871,-0.734466,-0.825186,2.73683,10.9445,-0.73319,10.95,-0.75,-1.81942,2.72913
11.0208,-0.579139,-0.982472,2.71308,10.8362,-0.586,10.9,-0.599999,-0.909839,2.72952
10.9439,-0.434429,-1.12109,2.65371,10.8388,-0.441032,10.85,-0.449999,-0.909822,2.72949
10.7768,-0.24892,-1.61139,2.75659,10.6309,-0.359954,10.7,-0.349999,-2.99538,1.99692
10.6714,-0.149889,-1.73606,2.60169,10.5529,-0.247121,10.55,-0.25,-2.99539,1.99691
10.5771,-0.0286384,-1.81757,2.46627,10.4322,-0.19515,10.45,-0.2,-1.81715,0.908579
10.4554,0.0372116,-1.91411,2.24405,10.3505,-0.143257,10.35,-0.15,-1.81716,0.908579
10.3084,0.15998,-2.16746,2.18219,10.2068,-0.109014,10.2,-0.0999996,-2.73194,0.910655
10.1674,0.19143,-2.24079,1.90896,10.0541,-0.0441275,10.05,-0.0499992,-2.73194,0.910655
10.0193,0.283137,-2.41235,1.78482,9.89001,0.00816785,9.9,9.49949e-07,-2.72481,0.908268
9.86653,0.29492,-2.46735,1.50435,9.75876,0.0560308,9.75,0.0500011,-2.72477,0.90826
9.76163,0.329359,-2.34791,1.25519,9.63528,0.0929341,9.65,0.100001,-1.81759,0.908784
9.62333,0.33429,-2.37762,1.02856,9.56967,0.149506,9.55,0.15,-1.81757,0.908775
9.48276,0.377734,-2.48289,0.890904,9.56225,0.148577,9.4,0.15,-2.72659,0
9.33281,0.359285,-2.50174,0.64954,9.25348,0.150166,9.25,0.15,-2.72658,0
9.18457,0.380932,-2.56527,0.487711,9.0821,0.207802,9.1,0.2,-2.72925,0.909752
9.02681,0.368202,-2.58998,0.276463,8.93575,0.243169,8.95,0.25,-2.72926,0.909752
8.87575,0.376258,-2.65839,0.117308,8.94634,0.26481,8.8,0.25,-2.72783,0
8.71632,0.351504,-2.66452,-0.0900908,8.64483,0.254352,8.65,0.25,-2.7278,0
8.56237,0.336425,-2.67569,-0.265374,8.46866,0.251128,8.5,0.25,-2.72395,0
8.40631,0.302785,-2.6606,-0.45664,8.35775,0.250149,8.35,0.25,-2.72395,0
8.25601,0.269434,-2.65843,-0.630474,8.28111,0.196974,8.2,0.2,-2.73278,-0.910929
8.09788,0.213487,-2.62616,-0.828273,8.03004,0.154113,8.05,0.15,-2.73279,-0.910929
7.88351,0.19946,-3.01333,-1.00717,7.74678,0.154598,7.85,0.15,-3.9992,0
7.71905,0.143839,-2.9753,-1.18108,7.63715,0.143302,7.65,0.15,-3.99916,0
7.62359,0.0637798,-2.63274,-1.3092,7.61982,0.157052,7.55,0.15,-1.99868,0
7.48739,0.0302091,-2.57794,-1.39502,7.43926,0.160393,7.45,0.15,-1.99866,0
7.33365,-0.0263842,-2.57676,-1.52793,7.34481,0.102019,7.3,0.100001,-2.72622,-0.908734
7.19281,-0.0790001,-2.49485,-1.61398,7.16771,0.0463372,7.15,0.0500011,-2.72623,-0.908734
7.0809,-0.167267,-2.2892,-1.71143,7.05721,-0.05037,7.05,-0.0499995,-1.81887,-1.81889
6.95903,-0.237985,-2.18923,-1.7945,6.95035,-0.144849,6.95,-0.15,-1.81888,-1.81889
6.85554,-0.333203,-2.02536,-1.88341,6.87212,-0.243254,6.85,-0.25,-1.81792,-1.81792
6.7519,-0.418916,-1.90902,-1.95859,6.76317,-0.34818,6.75,-0.35,-1.81792,-1.81792
6.64773,-0.513125,-1.82484,-2.05119,6.75759,-0.453523,6.65,-0.45,-1.81881,-1.8188
6.55485,-0.611508,-1.70085,-2.11883,6.56412,-0.553924,6.55,-0.549999,-1.81879,-1.81878
6.46889,-0.732044,-1.57521,-2.2161,6.60439,-0.765755,6.45,-0.749999,-1.81971,-3.63941
6.38013,-0.876234,-1.44975,-2.34486,6.36344,-0.942514,6.35,-0.949999,-1.81969,-3.63937
6.3688,-1.06549,-1.07854,-2.44253,6.35624,-1.10001,6.35,-1.1,0,-2.99522
6.32388,-1.2015,-0.925746,-2.52103,6.36321,-1.25111,6.35,-1.25,0,-2.99519
6.29594,-1.3811,-0.679836,-2.63487,6.30992,-1.40686,6.35,-1.4,0,-2.72817
6.27718,-1.5311,-0.486789,-2.67293,6.35537,-1.55723,6.35,-1.55,0,-2.72817
6.27411,-1.69975,-0.255669,-2.73838,6.50996,-1.74616,6.35,-1.7,0,-2.72628
6.27967,-1.84546,-0.0555487,-2.72924,6.35448,-1.83673,6.35,-1.85,0,-2.72628
6.2779,-1.9748,0.093144,-2.66562,6.38849,-2.02257,6.35,-2,0,-2.73154
6.29748,-2.12284,0.28309,-2.65185,6.35078,-2.13767,6.35,-2.15,0,-2.73152
6.30251,-2.23047,0.386902,-2.54619,6.28921,-2.27735,6.35,-2.3,0,-2.99503
6.32508,-2.37317,0.544993,-2.55062,6.33355,-2.43768,6.35,-2.45,0,-2.99503
6.36495,-2.5423,0.760485,-2.60876,6.30986,-2.56694,6.4,-2.6,0.909996,-2.73
6.41706,-2.69706,0.945482,-2.57492,6.45623,-2.7536,6.45,-2.75,0.91,-2.73
6.4676,-2.8389,1.1015,-2.50636,6.40481,-2.87127,6.5,-2.9,0.907593,-2.72277
6.53392,-2.98343,1.2707,-2.44369,6.54629,-3.01951,6.55,-3.05,0.907584,-2.72274
6.58595,-3.08809,1.3013,-2.20592,6.70928,-3.32749,6.55,-3.25,0,-3.63617
6.63718,-3.25854,1.43306,-2.22039,6.54763,-3.45513,6.55,-3.45,0,-3.63613
6.69985,-3.38961,1.52892,-2.13048,6.52015,-3.55608,6.6,-3.6,0.909673,-2.72901
6.75844,-3.55298,1.63799,-2.12819,6.64571,-3.73674,6.65,-3.75,0.909661,-2.72898
6.83147,-3.67035,1.69977,-1.99702,6.71319,-3.83967,6.75,-3.85,1.81795,-1.81795
6.91139,-3.81059,1.80583,-1.95338,6.85201,-3.93663,6.85,-3.95,1.81793,-1.81793
7.01741,-3.94616,1.9524,-1.9096,7.13409,-4.28567,6.9,-4.15,0.909979,-3.63994
7.09036,-4.10813,2.02344,-1.90767,6.9548,-4.32855,6.95,-4.35,0.909975,-3.6399
7.15418,-4.18817,1.89765,-1.63945,7.00947,-4.44692,7,-4.45,0.907889,-1.81577
7.21726,-4.33619,1.9413,-1.63879,7.05586,-4.55105,7.05,-4.55,0.907881,-1.81576
7.31149,-4.4488,2.01072,-1.57404,7.15974,-4.75194,7.1,-4.7,0.909789,-2.72935
7.36365,-4.59941,2.01655,-1.58613,7.13261,-4.82718,7.15,-4.85,0.909777,-2.72933
7.48702,-4.73508,2.22721,-1.64409,7.2829,-5.01975,7.25,-5,1.81861,-2.72792
7.55291,-4.8964,2.22316,-1.66906,7.34301,-5.14642,7.35,-5.15,1.81859,-2.72789
7.63065,-4.98907,2.18703,-1.55961,7.32687,-5.26205,7.4,-5.3,0.999994,-3
7.67868,-5.15167,2.16004,-1.61794,7.46174,-5.44979,7.45,-5.45,0.999999,-3
7.76922,-5.24974,2.14477,-1.51761,7.47116,-5.48352,7.55,-5.55,1.81749,-1.81749
7.83585,-5.40537,2.13065,-1.54982,7.65989,-5.6552,7.65,-5.65,1.81747,-1.81747
7.92674,-5.50011,2.08959,-1.44152,7.78563,-5.85993,7.7,-5.8,0.909598,-2.72881
7.97598,-5.66642,2.0472,-1.50058,7.75276,-5.95823,7.75,-5.95,0.909594,-2.72878
